filename,raw,class
01_23009201_1986-12-09_20080.jpg,22,3
01_23272001_1931-08-12_19550.jpg,24,3
01_23799301_1982-02-03_20120.jpg,30,3
01_26154001_1984-06-30_20100.jpg,26,3
01_2648001_1983-06-15_20140.jpg,31,4
01_28648601_1987-07-29_20140.jpg,27,3
01_2996701_1977-12-23_20110.jpg,34,4
01_30308601_1989-04-04_20120.jpg,23,3
01_3150701_1941-02-17_19770.jpg,36,4
01_31514001_1978-01-19_20110.jpg,33,4
01_3153701_1975-02-03_20120.jpg,37,4
01_3326801_1947-10-24_20100.jpg,63,6
01_34779601_1941-01-19_19750.jpg,34,4
01_3489401_1979-06-03_20100.jpg,31,4
01_34938601_1992-12-20_20120.jpg,20,2
01_35753801_1982-09-18_20130.jpg,31,4
01_35753801_1982-09-18_20131.jpg,31,4
01_36184401_1992-05-16_20110.jpg,19,2
01_36575801_1992-06-23_20100.jpg,18,1
01_36713301_1993-03-01_20140.jpg,21,2
01_36766101_1982-11-01_20120.jpg,30,3
01_36789901_1984-05-15_20110.jpg,27,3
01_37741801_1914-02-15_19530.jpg,39,4
01_3868101_1943-03-01_20090.jpg,66,7
01_38757101_1989-08-03_20070.jpg,18,1
01_39258901_1944-11-09_20130.jpg,69,7
01_40015601_1985-04-07_20130.jpg,28,3
01_40100901_1993-02-14_20130.jpg,20,2
01_4224701_1982-04-02_20120.jpg,30,3
01_43501_1891-10-12_19830.jpg,92,9
01_43539401_1992-05-13_20130.jpg,21,2
01_45675101_1996-11-14_20090.jpg,13,1
01_461801_1967-04-19_20080.jpg,41,5
01_5043001_1986-11-17_20130.jpg,27,3
01_539901_1966-07-29_20140.jpg,48,5
01_5399901_1983-10-05_20110.jpg,28,3
01_5411401_1966-06-08_20100.jpg,44,5
01_5425701_1966-04-26_20110.jpg,45,5
01_6272801_1948-07-17_20060.jpg,58,6
01_7821101_1920-06-21_19480.jpg,28,3
01_7994401_1977-12-26_20040.jpg,27,3
01_8002901_1967-05-16_20090.jpg,42,5
01_888001_1982-06-03_20130.jpg,31,4
01_903701_1977-02-19_20070.jpg,30,3
02_1019702_1976-04-01_20070.jpg,31,4
02_1102002_1980-04-02_20020.jpg,22,3
02_12627202_1987-01-10_20080.jpg,21,2
02_1276102_1929-07-20_19800.jpg,51,6
02_13045502_1980-10-03_20070.jpg,27,3
02_13215802_1979-09-04_20110.jpg,32,4
02_14546202_1902-08-19_19540.jpg,52,6
02_14648902_1977-12-28_20080.jpg,31,4
02_1489002_1904-05-13_19530.jpg,49,5
02_1645902_1973-03-13_20090.jpg,36,4
02_16955202_1963-11-17_20090.jpg,46,5
02_170002_1965-05-28_20050.jpg,40,4
02_17594602_1959-03-11_20110.jpg,52,6
02_1812002_1965-05-13_20100.jpg,45,5
02_1963902_1961-07-13_20110.jpg,50,5
02_20598402_1926-09-19_19770.jpg,51,6
02_2089802_1985-01-17_20140.jpg,29,3
02_2089802_1985-01-17_20141.jpg,29,3
02_2156502_1971-09-12_20130.jpg,42,5
02_2391402_1988-08-05_20130.jpg,25,3
02_24405702_1986-05-08_20090.jpg,23,3
02_24880502_1930-05-12_19710.jpg,41,5
02_25248002_1990-01-18_20130.jpg,23,3
02_25919002_1986-11-27_20100.jpg,24,3
02_2625902_1924-03-22_19950.jpg,71,8
02_2785402_1975-07-02_20080.jpg,33,4
02_28803602_1938-03-27_19670.jpg,29,3
02_3323202_1976-05-06_20090.jpg,33,4
02_33249902_1986-06-16_20110.jpg,25,3
02_33891402_1958-06-08_20110.jpg,53,6
02_344402_1971-07-22_20100.jpg,39,4
02_34958302_1989-09-30_20120.jpg,23,3
02_35077502_1995-02-01_20120.jpg,17,1
02_36137902_1923-04-02_19600.jpg,37,4
02_36137902_1923-04-02_19601.jpg,37,4
02_36137902_1923-04-02_19602.jpg,37,4
02_36485002_1974-08-04_20070.jpg,33,4
02_36928102_1997-06-11_20050.jpg,8,0
02_38596402_1989-05-31_20130.jpg,24,3
02_38932502_1949-06-08_20150.jpg,66,7
02_39296402_1921-03-07_20030.jpg,82,9
02_39923302_1989-11-08_20130.jpg,24,3
02_40331502_1990-03-16_20090.jpg,19,2
02_40467402_1990-04-24_20130.jpg,23,3
02_41608802_1989-12-01_20150.jpg,26,3
02_41981002_1991-10-22_20140.jpg,23,3
02_4200402_1988-01-16_20080.jpg,20,2
02_42120902_1997-09-18_20130.jpg,16,1
02_44458702_1998-01-22_20150.jpg,17,1
02_45165502_1963-11-14_20140.jpg,51,6
02_5328402_1983-09-24_20090.jpg,26,3
02_5406902_1976-07-02_20080.jpg,32,4
02_5435302_1970-01-29_19890.jpg,19,2
02_5597202_1982-11-17_20100.jpg,28,3
02_629702_1949-11-20_20050.jpg,56,6
02_6514102_1985-02-05_20090.jpg,24,3
02_6622502_1938-01-03_20020.jpg,64,6
02_6909102_1944-12-17_20100.jpg,66,7
02_72202_1921-05-23_20070.jpg,86,9
02_7556702_1980-05-28_20090.jpg,29,3
02_7897802_1985-12-14_20090.jpg,24,3
02_804202_1972-10-27_20050.jpg,33,4
02_8111102_1946-03-30_20080.jpg,62,6
02_8643902_1947-09-28_20060.jpg,59,6
02_922002_1975-05-18_20050.jpg,30,3
02_922702_1966-01-08_19890.jpg,23,3
02_9557502_1944-03-09_20110.jpg,67,7
02_999202_1978-09-15_20060.jpg,28,3
03_1122303_1977-05-03_20110.jpg,34,4
03_11589703_1984-09-09_20130.jpg,29,3
03_11784203_1981-03-03_20130.jpg,32,4
03_11951303_1986-05-12_20120.jpg,26,3
03_11978803_1982-04-07_20120.jpg,30,3
03_12955503_1978-02-28_20130.jpg,35,4
03_13775303_1971-08-03_20110.jpg,40,4
03_164003_1933-11-29_20070.jpg,74,8
03_16453203_1989-11-16_20120.jpg,23,3
03_1748603_1959-08-19_19880.jpg,29,3
03_1790603_1939-08-13_20080.jpg,69,7
03_19528403_1984-08-25_20110.jpg,27,3
03_20907703_1988-08-24_20090.jpg,21,2
03_21222403_1983-09-29_20120.jpg,29,3
03_21257503_1912-06-05_19470.jpg,35,4
03_22918703_1964-12-10_20050.jpg,41,5
03_23203203_1987-11-02_20090.jpg,22,3
03_2417303_1947-03-27_20070.jpg,60,6
03_25258903_1987-09-07_20120.jpg,25,3
03_2760003_1988-02-26_20090.jpg,21,2
03_2916503_1975-09-08_20070.jpg,32,4
03_29631103_1989-07-05_20120.jpg,23,3
03_29631103_1989-07-05_20121.jpg,23,3
03_29828603_1991-02-24_20130.jpg,22,3
03_30104003_1994-08-27_20090.jpg,15,1
03_31566803_1987-04-05_20120.jpg,25,3
03_31731003_1973-03-28_20130.jpg,40,4
03_3185403_1985-02-01_20080.jpg,23,3
03_31905103_1990-05-29_20120.jpg,22,3
03_32144503_1994-02-05_20140.jpg,20,2
03_3282303_1954-06-04_20060.jpg,52,6
03_32846803_1943-09-13_19720.jpg,29,3
03_33124003_1998-03-26_20120.jpg,14,1
03_33553803_1981-11-17_20130.jpg,32,4
03_34414103_1950-01-27_20120.jpg,62,6
03_35108403_1996-01-02_20100.jpg,14,1
03_35109403_1993-04-14_20120.jpg,19,2
03_35127703_1975-01-08_20130.jpg,38,4
03_36295703_1939-10-13_19640.jpg,25,3
03_36350203_1973-03-06_20110.jpg,38,4
03_38344203_1995-05-31_20120.jpg,17,1
03_39252303_1920-11-28_19680.jpg,48,5
03_39515103_1990-08-22_20140.jpg,24,3
03_4097103_1978-06-23_20130.jpg,35,4
03_4105603_1971-06-06_20090.jpg,38,4
03_4109603_1955-02-24_19810.jpg,26,3
03_41372503_1990-12-15_20130.jpg,23,3
03_41824503_1993-10-25_20140.jpg,21,2
03_41989503_1991-08-05_20120.jpg,21,2
03_44500803_1996-10-21_20150.jpg,19,2
03_45678203_1979-04-25_20150.jpg,36,4
03_46885703_1991-06-02_20150.jpg,24,3
03_47313603_1942-03-22_19660.jpg,24,3
03_492403_1950-09-07_19880.jpg,38,4
03_538403_1955-12-20_20110.jpg,56,6
03_56103_1902-09-20_19660.jpg,64,6
03_5722703_1957-10-19_20080.jpg,51,6
03_6104003_1985-07-06_20060.jpg,21,2
03_6388103_1984-11-14_20100.jpg,26,3
03_6737903_1973-03-02_20060.jpg,33,4
03_691403_1923-12-18_20060.jpg,83,9
03_691403_1923-12-18_20061.jpg,83,9
03_7131903_1988-08-18_20080.jpg,20,2
03_7826503_1986-04-14_20080.jpg,22,3
03_8204003_1948-04-09_19700.jpg,22,3
03_8653703_1927-07-20_19550.jpg,28,3
03_8869703_1983-01-11_20120.jpg,29,3
03_9067503_1989-06-06_20060.jpg,17,1
03_912203_1945-04-15_19800.jpg,35,4
03_9327403_1943-09-14_20030.jpg,60,6
03_9406703_1969-09-07_20130.jpg,44,5
03_9729003_1988-05-18_20110.jpg,23,3
03_9915203_1987-01-25_20130.jpg,26,3
04_1162904_1985-09-11_20100.jpg,25,3
04_13336504_1936-02-04_19640.jpg,28,3
04_14587004_1908-10-17_19440.jpg,36,4
04_15137804_1978-06-10_20130.jpg,35,4
04_16095004_1989-11-22_20040.jpg,15,1
04_17150304_1926-10-17_19500.jpg,24,3
04_1809104_1980-12-01_20110.jpg,31,4
04_20061004_1985-04-05_20080.jpg,23,3
04_2026104_1974-07-23_20070.jpg,33,4
04_21091204_1934-10-22_19980.jpg,64,6
04_2114804_1979-06-08_20070.jpg,28,3
04_21874404_1962-03-08_20080.jpg,46,5
04_220604_1958-09-03_20080.jpg,50,5
04_2222004_1973-08-07_20090.jpg,36,4
04_23584304_1987-01-16_20050.jpg,18,1
04_23653204_1939-12-26_20150.jpg,76,8
04_23707004_1990-04-16_20130.jpg,23,3
04_24244804_1985-05-31_20130.jpg,28,3
04_2484604_1954-02-17_20060.jpg,52,6
04_25242504_1982-03-01_20090.jpg,27,3
04_25242504_1982-03-01_20091.jpg,27,3
04_25566704_1988-02-23_20130.jpg,25,3
04_26342304_1983-03-21_20140.jpg,31,4
04_2658604_1979-04-05_20080.jpg,29,3
04_26945704_1978-04-28_20050.jpg,27,3
04_2870504_1957-10-07_20100.jpg,53,6
04_28881804_1980-07-10_20110.jpg,31,4
04_30052704_1986-10-22_20100.jpg,24,3
04_30484204_1992-02-04_20110.jpg,19,2
04_30865504_1976-09-23_20100.jpg,34,4
04_32089704_1984-07-06_20120.jpg,28,3
04_32487504_1993-04-03_20120.jpg,19,2
04_34379104_1950-12-07_20130.jpg,63,6
04_34674904_1988-05-06_20140.jpg,26,3
04_34678004_1986-10-22_20130.jpg,27,3
04_36125204_1940-03-02_19640.jpg,24,3
04_36255204_1994-08-10_20140.jpg,20,2
04_36634504_1992-07-08_20130.jpg,21,2
04_36836604_1995-04-03_20130.jpg,18,1
04_3758604_1947-02-15_20090.jpg,62,6
04_37815104_1993-10-17_20120.jpg,19,2
04_40655504_1995-03-22_20150.jpg,20,2
04_4166304_1948-01-05_20100.jpg,62,6
04_42222904_1975-02-08_20130.jpg,38,4
04_42708304_1952-11-19_20040.jpg,52,6
04_45618104_1985-10-03_20131.jpg,28,3
04_45618104_1985-10-03_20132.jpg,28,3
04_459304_1963-07-24_19970.jpg,34,4
04_46177304_1966-11-06_20130.jpg,47,5
04_5519804_1980-03-15_20080.jpg,28,3
04_7557104_1939-08-04_20110.jpg,72,8
04_7921604_1982-02-09_20100.jpg,28,3
04_8009804_1982-10-19_20080.jpg,26,3
04_8472704_1960-03-23_20060.jpg,46,5
04_8660904_1981-04-20_20070.jpg,26,3
04_9274504_1988-08-08_20120.jpg,24,3
04_9508204_1985-07-24_20120.jpg,27,3
04_97104_1917-07-15_20050.jpg,88,9
04_9831104_1978-10-18_20100.jpg,32,4
04_9887804_1984-10-25_20090.jpg,25,3
05_11491805_1949-09-23_20060.jpg,57,6
05_1240905_1970-06-19_20130.jpg,43,5
05_12648405_1988-02-18_20040.jpg,16,1
05_12793105_1939-10-31_19760.jpg,37,4
05_14116605_1983-12-07_20070.jpg,24,3
05_1438005_1971-10-05_20040.jpg,33,4
05_15481005_1968-03-02_20080.jpg,40,4
05_1632405_1986-07-09_20080.jpg,22,3
05_16454405_1993-06-07_20130.jpg,20,2
05_1755705_1977-10-23_20100.jpg,33,4
05_1788105_1945-05-03_20130.jpg,68,7
05_18298705_1980-06-23_20100.jpg,30,3
05_19200105_1988-05-02_20120.jpg,24,3
05_20119305_1928-10-19_19740.jpg,46,5
05_2095405_1968-06-24_20120.jpg,44,5
05_2102605_1969-10-09_20080.jpg,39,4
05_22946205_1989-02-11_20090.jpg,20,2
05_23992005_1990-04-30_20100.jpg,20,2
05_24009805_1981-10-16_20130.jpg,32,4
05_255405_1958-08-07_20080.jpg,50,5
05_2574605_1966-05-09_20000.jpg,34,4
05_25813905_1954-07-08_20070.jpg,53,6
05_2630205_1935-11-20_20060.jpg,71,8
05_27698205_1927-07-16_19550.jpg,28,3
05_2774505_1979-12-29_20100.jpg,31,4
05_30862805_1992-11-03_20110.jpg,19,2
05_31463505_1987-07-23_20100.jpg,23,3
05_3147205_1979-11-10_20120.jpg,33,4
05_3147205_1979-11-10_20121.jpg,33,4
05_32641705_1990-11-05_20120.jpg,22,3
05_32746905_1990-10-18_20110.jpg,21,2
05_3285405_1983-12-27_20080.jpg,25,3
05_32998505_1937-08-12_19770.jpg,40,4
05_34234505_1979-11-04_20070.jpg,28,3
05_35651505_1989-04-20_20120.jpg,23,3
05_36280305_1939-06-03_19640.jpg,25,3
05_36348105_1961-02-19_20120.jpg,51,6
05_36654905_1984-03-07_20120.jpg,28,3
05_3684205_1969-02-09_20050.jpg,36,4
05_3734105_1980-04-15_20030.jpg,23,3
05_38386005_1990-01-16_20120.jpg,22,3
05_38507905_1991-12-17_20150.jpg,24,3
05_404405_1950-05-29_19770.jpg,27,3
05_41197505_1989-05-11_20100.jpg,21,2
05_43959605_1992-05-26_20140.jpg,22,3
05_5062305_1948-03-08_19710.jpg,23,3
05_5247105_1987-01-12_20090.jpg,22,3
05_616605_1972-08-30_20060.jpg,34,4
05_6192305_1927-10-19_19570.jpg,30,3
05_645405_1963-07-11_20110.jpg,48,5
05_6474605_1939-02-28_19700.jpg,31,4
05_7068805_1966-05-06_20100.jpg,44,5
05_7152305_1984-08-24_20090.jpg,25,3
05_7826505_1986-08-30_20060.jpg,20,2
05_9070905_1977-09-05_20100.jpg,33,4
05_919605_1979-06-15_20040.jpg,25,3
05_9448305_1975-07-09_20140.jpg,39,4
05_9751005_1946-02-02_20110.jpg,65,6
06_10046706_1933-04-21_19620.jpg,29,3
06_100506_1951-04-13_20080.jpg,57,6
06_1027406_1955-05-14_20120.jpg,57,6
06_1070206_1931-12-30_20050.jpg,74,8
06_1110106_1953-02-22_20110.jpg,58,6
06_11951406_1982-01-01_20110.jpg,29,3
06_12504506_1981-01-11_20140.jpg,33,4
06_12540806_1962-04-14_20060.jpg,44,5
06_1259206_1909-07-09_19500.jpg,41,5
06_1462406_1984-10-03_20090.jpg,25,3
06_16492206_1984-05-08_20120.jpg,28,3
06_17268906_1977-11-18_20070.jpg,30,3
06_1783506_1947-03-30_20080.jpg,61,6
06_1801506_1979-03-22_20070.jpg,28,3
06_1841006_1956-12-01_20080.jpg,52,6
06_1932206_1960-06-05_19960.jpg,36,4
06_19512506_1935-10-17_19600.jpg,25,3
06_20102306_1946-04-08_20020.jpg,56,6
06_20545506_1976-07-08_20090.jpg,33,4
06_20581906_1990-07-09_20140.jpg,24,3
06_20943206_1990-08-31_20130.jpg,23,3
06_20943206_1990-08-31_20131.jpg,23,3
06_2227406_1960-01-18_20130.jpg,53,6
06_23549906_1978-11-01_20110.jpg,33,4
06_24792306_1924-03-13_19720.jpg,48,5
06_26256606_1971-07-20_20100.jpg,39,4
06_28380706_1992-02-12_20150.jpg,23,3
06_28509106_1927-11-12_20090.jpg,82,9
06_2868606_1955-08-03_20060.jpg,51,6
06_29838306_1992-05-31_20150.jpg,23,3
06_30284206_1980-06-07_20140.jpg,34,4
06_3094406_1969-02-17_20100.jpg,41,5
06_3112706_1982-02-22_20090.jpg,27,3
06_32713806_1987-08-27_20110.jpg,24,3
06_33443906_1991-02-11_20120.jpg,21,2
06_33706106_1988-09-28_20110.jpg,23,3
06_33791506_1963-10-17_20110.jpg,48,5
06_3533406_1986-03-30_20100.jpg,24,3
06_36484806_1984-03-26_20100.jpg,26,3
06_37035706_1990-07-23_20120.jpg,22,3
06_37937806_1995-04-23_20120.jpg,17,1
06_38685406_1986-04-02_20150.jpg,29,3
06_3925106_1983-06-11_20090.jpg,26,3
06_4043506_1971-11-01_20050.jpg,34,4
06_40580406_1970-02-02_20130.jpg,43,5
06_40660406_1982-04-06_20150.jpg,33,4
06_41107506_1977-01-03_20130.jpg,36,4
06_42494206_1954-09-26_19760.jpg,22,3
06_43910106_1990-05-22_20140.jpg,24,3
06_4555806_1983-11-08_20100.jpg,27,3
06_4607106_1975-04-08_20020.jpg,27,3
06_4676706_1981-06-15_20110.jpg,30,3
06_5214306_1951-11-14_20060.jpg,55,6
06_5312406_1944-07-28_19980.jpg,54,6
06_5325506_1981-12-17_20090.jpg,28,3
06_5493806_1979-03-05_20130.jpg,34,4
06_588506_1977-08-31_20030.jpg,26,3
06_5899006_1944-11-03_19800.jpg,36,4
06_7440506_1986-04-18_20090.jpg,23,3
06_7449706_1989-03-28_20080.jpg,19,2
06_8331906_1990-04-17_20110.jpg,21,2
06_8932306_1986-07-31_20100.jpg,24,3
06_9199006_1989-11-24_20110.jpg,22,3
06_9421506_1987-01-07_20100.jpg,23,3
06_9495206_1975-07-23_20020.jpg,27,3
07_1004107_1976-05-02_20080.jpg,32,4
07_10479907_1981-08-23_20120.jpg,31,4
07_10951407_1919-09-10_19480.jpg,29,3
07_10978607_1985-07-25_20110.jpg,26,3
07_10991907_1927-08-04_19550.jpg,28,3
07_1109407_1981-10-23_20100.jpg,29,3
07_11587107_1981-07-04_20120.jpg,31,4
07_12283107_1987-12-24_20080.jpg,21,2
07_1316507_1969-02-15_20080.jpg,39,4
07_1380407_1984-01-20_20070.jpg,23,3
07_14014407_1949-09-04_19720.jpg,23,3
07_14270207_1934-08-13_19500.jpg,16,1
07_15986107_1988-07-06_20090.jpg,21,2
07_1630407_1957-12-08_20070.jpg,50,5
07_16707_1967-02-20_19920.jpg,25,3
07_16707_1967-02-20_19921.jpg,25,3
07_17157507_1978-06-07_20080.jpg,30,3
07_18796207_1982-01-30_20130.jpg,31,4
07_18904007_1986-12-19_20130.jpg,27,3
07_189407_1962-03-12_20080.jpg,46,5
07_19313307_1992-04-22_20100.jpg,18,1
07_1968807_1985-09-26_20050.jpg,20,2
07_21111007_1987-08-20_20130.jpg,26,3
07_21170607_1975-10-08_20140.jpg,39,4
07_21440707_1983-02-15_20120.jpg,29,3
07_2187407_1967-08-23_19990.jpg,32,4
07_2238307_1884-04-29_19610.jpg,77,8
07_22740507_1990-05-03_20080.jpg,18,1
07_23110907_1987-11-17_20090.jpg,22,3
07_23730207_1977-07-05_20070.jpg,30,3
07_27453107_1993-07-27_20150.jpg,22,3
07_29870207_1985-10-02_20100.jpg,25,3
07_30488307_1980-09-14_20100.jpg,30,3
07_3218107_1988-07-25_20130.jpg,25,3
07_32215607_1991-03-18_20110.jpg,20,2
07_3310607_1974-10-08_20110.jpg,37,4
07_33950807_1994-07-16_20120.jpg,18,1
07_34701407_1991-12-06_20120.jpg,21,2
07_34966407_1995-12-05_20120.jpg,17,1
07_35243107_1985-10-29_20100.jpg,25,3
07_35674907_1981-10-15_20130.jpg,32,4
07_3649407_1961-07-16_20120.jpg,51,6
07_36703407_1986-06-26_20110.jpg,25,3
07_38166807_1987-10-18_20130.jpg,26,3
07_38271407_1990-07-17_20130.jpg,23,3
07_39579107_1991-05-09_20140.jpg,23,3
07_40111407_1992-01-17_20130.jpg,21,2
07_40413707_1994-01-26_20130.jpg,19,2
07_41824107_1990-10-05_20130.jpg,23,3
07_43850207_1960-04-10_20070.jpg,47,5
07_44678107_1992-04-13_20140.jpg,22,3
07_45262707_1990-02-11_20150.jpg,25,3
07_46355107_1978-07-28_20140.jpg,36,4
07_4659307_1941-09-02_20140.jpg,73,8
07_47008607_1945-09-08_20100.jpg,65,6
07_4907707_1959-09-21_20070.jpg,48,5
07_4907707_1959-09-21_20071.jpg,48,5
07_4983507_1984-03-18_20070.jpg,23,3
07_5618007_1986-09-04_20150.jpg,29,3
07_5839107_1981-04-01_20060.jpg,25,3
07_6020907_1956-08-11_19780.jpg,22,3
07_7533707_1961-10-29_20081.jpg,47,5
07_7622407_1966-12-22_20080.jpg,42,5
07_8345907_1933-02-12_19520.jpg,19,2
07_8851807_1952-11-16_20070.jpg,55,6
07_9268907_1974-03-02_20050.jpg,31,4
07_9595607_1987-03-17_20130.jpg,26,3
07_97507_1925-09-07_19600.jpg,35,4
07_9781207_1986-12-30_20130.jpg,27,3
08_1040008_1949-07-27_20090.jpg,60,6
08_10727008_1956-10-17_20110.jpg,55,6
08_1086708_1952-11-04_19950.jpg,43,5
08_11548608_1973-01-16_20060.jpg,33,4
08_1177108_1975-08-21_20070.jpg,32,4
08_1199608_1972-11-03_20070.jpg,35,4
08_12067108_1980-01-17_20070.jpg,27,3
08_1248508_1929-02-10_19960.jpg,67,7
08_13005308_1961-10-10_20070.jpg,46,5
08_1490108_1924-01-25_19500.jpg,26,3
08_16371408_1988-01-31_20150.jpg,27,3
08_17059208_1979-10-21_20130.jpg,34,4
08_17066908_1998-07-09_20100.jpg,12,0
08_1751708_1980-10-22_20080.jpg,28,3
08_18832408_1991-01-22_20100.jpg,19,2
08_19189008_1989-09-29_20120.jpg,23,3
08_19349608_1927-10-25_20090.jpg,82,9
08_20935708_1991-03-02_20080.jpg,17,1
08_20988608_1979-04-09_20080.jpg,29,3
08_21054808_1975-07-27_20050.jpg,30,3
08_21487008_1975-07-18_20140.jpg,39,4
08_2190408_1984-08-11_20130.jpg,29,3
08_23100308_1984-10-07_20080.jpg,24,3
08_2319208_1963-02-28_19930.jpg,30,3
08_2322608_1963-12-08_20080.jpg,45,5
08_2322608_1963-12-08_20081.jpg,45,5
08_24469508_1992-01-08_20130.jpg,21,2
08_25061708_1971-02-13_20140.jpg,43,5
08_25546508_1975-04-01_20070.jpg,32,4
08_25821708_1950-11-10_19760.jpg,26,3
08_25959608_1991-02-14_20080.jpg,17,1
08_26556108_1991-03-08_20120.jpg,21,2
08_27886908_1970-06-13_20080.jpg,38,4
08_2809508_1934-03-16_19810.jpg,47,5
08_2878808_1989-03-16_20150.jpg,26,3
08_29376708_1989-08-21_20110.jpg,22,3
08_301708_1904-11-17_19410.jpg,37,4
08_31191908_1986-12-31_20100.jpg,24,3
08_31485408_2011-01-08_20120.jpg,1,0
08_3204508_1946-02-06_20080.jpg,62,6
08_32214908_1991-07-31_20120.jpg,21,2
08_32419808_1925-12-16_20050.jpg,80,8
08_33183008_1979-11-29_20110.jpg,32,4
08_3325208_1969-02-22_20060.jpg,37,4
08_39472508_1991-04-22_20140.jpg,23,3
08_39562708_1991-09-16_20140.jpg,23,3
08_39932208_1957-06-02_20130.jpg,56,6
08_40816708_1923-08-27_20110.jpg,88,9
08_41733408_1992-03-26_20100.jpg,18,1
08_42497308_1992-06-02_20140.jpg,22,3
08_42515808_1978-03-19_20130.jpg,35,4
08_42515808_1978-03-19_20131.jpg,35,4
08_428008_1865-04-16_19510.jpg,86,9
08_444908_1963-09-28_19970.jpg,34,4
08_4457808_1983-03-04_20120.jpg,29,3
08_46686908_1943-12-28_20120.jpg,69,7
08_5918608_1978-10-20_20080.jpg,30,3
08_606008_1918-11-11_20020.jpg,84,9
08_624208_1938-06-15_20060.jpg,68,7
08_7829308_1984-07-28_20090.jpg,25,3
08_786408_1924-07-06_19520.jpg,28,3
08_83108_1987-12-07_20140.jpg,27,3
08_858508_1944-07-08_20070.jpg,63,6
08_890208_1918-12-07_19600.jpg,42,5
08_9531508_1986-11-02_20110.jpg,25,3
08_9886608_1984-07-22_20110.jpg,27,3
09_10558409_1976-02-06_20080.jpg,32,4
09_10787609_1961-08-08_20140.jpg,53,6
09_1090409_1935-09-02_20060.jpg,71,8
09_10946809_1984-01-05_20080.jpg,24,3
09_11192209_1979-03-12_20060.jpg,27,3
09_12173809_1961-05-25_20130.jpg,52,6
09_13085909_1986-02-09_20120.jpg,26,3
09_13817109_1902-09-04_19400.jpg,38,4
09_13922009_1982-02-19_20080.jpg,26,3
09_14338909_1987-06-05_20090.jpg,22,3
09_14384609_1981-05-29_20070.jpg,26,3
09_15934109_1984-04-19_20140.jpg,30,3
09_1623709_1976-05-22_20091.jpg,33,4
